poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Doi Inthanon National Park,I so miss Chiang Mai. My adoptive folks are on Mun Muang Rd Soi 6. Hello Rambo !,0,2022-11-24T06:56:58Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,negative,0.8019
Doi Inthanon National Park,"🇹🇭🌳🌳Chiang Mai🌳🌳🇹🇭
Chiang Mai is a city of culture.  North of Thailand  Welcome everyone who wants to come and experience the atmosphere of Chiang Mai, fresh air, nature, mountains, fog, cafes and taverns. You will surely be impressed.  If you come to visit Chiang Mai, I suggest you go to Chiang Dao / Mae Kampong / Moncham or try shopping at Central Festival Chiang Mai. Thanks for reading the comments.  Welcome to Chiang Mai, hope you like it too.",5,2022-11-19T05:52:13Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7748
Doi Inthanon National Park,"At Chiang Rai .Ban Dum,White Temple,Blue Temple.",0,2022-11-26T15:08:41Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.7589
Doi Inthanon National Park,"I'm so glad I clicked on this video. Beautiful, no-nonsense, authentic, yet cinematic travel video. Count me in as a subscriber!",0,2025-10-04T06:05:17Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9293
Doi Inthanon National Park,"I do love and appreciate your vlog Ronnie and Barty. It helped me got a grasp of where to go in Chiang Mai. 

I should have had watched your vid before I had purchased my tickets for a weekend trip, as you both suggested. But, thank you still. 

Will consider your suggestions on a quick 3-day trip in Chiang Mai. 

Thank you.",1,2022-11-27T07:23:57Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8766
Doi Inthanon National Park,I was in chiangmai!! and you just found out my location!,1,2023-02-14T10:21:59Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5452
Doi Inthanon National Park,"This is a beautiful video. 
I recently discovered your channel, and you guys a truly amazing. I'm heading to Thailand for the first time next week.",1,2022-11-11T11:55:11Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9297
Doi Inthanon National Park,"Most awaited Tour #CM..
Thanks for sharing such a  beautiful informative video that guide me so well 🎉",0,2024-08-20T15:45:58Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9426
Doi Inthanon National Park,"Love your content always ronnie 
I request you to visit nepal once especially manang its so raw and beautiful. You can call it just as your type. Theres tilicho lake one of the highest located lake thorang la pass and many more mountains would love to see your content there 
Take care ❤️",2,2022-11-06T13:46:24Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.6549
Doi Inthanon National Park,Now I'm so sad as I've never been here. In next trip to thai definitely going to chiang mai & chiang rai.,0,2022-11-29T15:10:37Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,negative,0.9223
Doi Inthanon National Park,I'm Thai n I live in Chiang Mai 👍,0,2023-01-05T07:57:00Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.4954
Doi Inthanon National Park,one must infer that you have visited all cities in Thailand.,0,2024-01-26T03:42:51Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.6752
Doi Inthanon National Park,"You made a small things by your camera angle, and it turns out beautifully and meaningfully. But for sure a small place “Pai” is a picturesque town.",0,2022-11-28T01:23:17Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7916
Doi Inthanon National Park,"Northern Thailand is a bit awesome actually, really wonderful 🙏🙏🙏",0,2024-05-31T12:00:59Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8573
Doi Inthanon National Park,Wowww..! I see my friend in this video no see him long..(.. The man who blowing grass in the market!) This content very good! make me thinking back in Chiang Mai.. Thanks!,0,2022-11-19T15:26:12Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7317
Doi Inthanon National Park,Your dad is a great man Alina. Fair play to him. Incredible Thai scenery. Loved it.👍😊🇨🇦🇺🇦🇹🇭,34,2023-02-03T22:24:13Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9421
Doi Inthanon National Park,*_​WELCOME​ TO​  DOI​ INTANON​   CHIANGMAI​ THAILAND._*,2,2023-02-12T03:52:49Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.4847
Doi Inthanon National Park,"Oh, the waterfall is so big and so beautiful. The beautiful pagoda is located on the hill. it's amazing
have a safe trip",2,2023-02-05T12:20:50Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9119
Doi Inthanon National Park,Amazing scenery Alina!  I can't even imagine what it is like to smell clean air in nature and having quiet like this.  Very relaxing video.  💖💖,10,2023-02-04T01:08:01Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9234
Doi Inthanon National Park,I was there last week. It was an amazing one day trip....better than Chiang  Rai triip. It was cool and the lunch at the tribal village was amazing. At the highest point you will get the chance to make a wish if u can balance the coin. I loved the visit to Chiang mai especially while the Sangkron celebration was in full swing ❤❤❤.    Oh I love Thailand!,2,2024-04-19T14:08:59Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.8411
Doi Inthanon National Park,"Loved the scenery, Alina. Loved how spontaneous you are in front of the camera. I have a lot to learn from you. Wishing you all the very best. I would be travelling this beautiful place in July, wish me luck.",0,2023-05-30T15:48:40Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9328
Doi Inthanon National Park,Nice vdo and music. Enjoy your trip in Thailand.,0,2023-02-16T00:22:34Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9003
Doi Inthanon National Park,Wow nice place fantastic good morning have a nice day,0,2023-06-26T22:06:20Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9067
Doi Inthanon National Park,Lovely nature in the National Park there. I like the main actor - your Dad! Good health to him!,0,2023-02-06T12:36:12Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9275
Doi Inthanon National Park,The scenery is very beautiful.,0,2023-02-05T08:55:57Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9235
Doi Inthanon National Park,"Doi Inthanon National Park is Breathtaking . We have never been. We didn't have time to visit the last time we were in Bangkok. Definitely on our bucket list . What a video! So beautifully done.
A masterpiece. You're like a painter with a brush onto a canvass.  Your camera is your brush and your canvass  is your video. Sending you so much love🥰🥰🥰 Harriet, Jim and Yuki
Richmond, Va.",8,2023-02-03T19:56:30Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.7444
Doi Inthanon National Park,"Beautiful blogger, place and video.",0,2023-05-04T08:25:17Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.913
Doi Inthanon National Park,Beautiful.i have been to chiang mai more than 20times. But i have just been to doi intanon in dec2022.,0,2023-02-08T05:21:25Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.6081
Doi Inthanon National Park,"Absolutely breathtaking scenery my friend, thumbnail and title are spectacular! 🔥🔥 Love this upload!",3,2023-02-03T16:39:01Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9285
Doi Inthanon National Park,"I love how you present a natural, soft spoken, unpretentious, and educational video of your beautiful images of your adventure. Your friendly, lovely smile captures the camera and it makes the viewer full of peace and wonder on your hike. Just learned of an illness that will not allow me to travel for now so stumbling on your channel this morning gives me hope. Your journal with your neat dad is fantastic and a beautiful project. I miss my dad so much and so happy to see a young daughter respect her father so much! Thank you! Keep up your talent and gifts. 👏👍🥰",2,2023-02-18T16:01:57Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.8743
Doi Inthanon National Park,"Alina, I am a local here. Keep in touch w/ me when you are here. Tour company here is only care for profit. Travel w/ locals.
Thai people used to be very hospitality but it has long gone. If your dad still here, I can show him around, no charge.
A new bullet train will runs from SG to CM and Kunming, China in a few years. That makes life greater for seeing the beautiful world of Asia. Keep your schedule tigh in this area, a lot more to see and do.",0,2023-02-11T03:51:08Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.3959
Doi Inthanon National Park,This took me back to when I did this hike and sights in Doi Inthanon a few years ago....very enjoyable and heading back there in July. Nice work Alina,3,2023-02-04T23:23:49Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.879
Doi Inthanon National Park,Hi Alina! Thailand's Doi Inthanon National Park is beautiful and breathtaking!  Thanks for sharing.,2,2023-02-03T15:06:30Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9169
Doi Inthanon National Park,Welcome to Don Inthanon National Park! A fun trip is cool!,2,2023-02-03T14:34:27Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9411
Doi Inthanon National Park,Such a beautiful place can only give peace and serenity and if compared to the chaos of the city it is wonderful and relaxing to walk among these paths immersed in an extraordinary nature and also your dad seems really happy. Thank you Alina for this fantastic video.,4,2023-02-03T15:52:10Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.8312
Doi Inthanon National Park,Doi inthanon so beautiful natural 😲🤗😍😊👍🗻🏔⛰️,0,2023-02-05T05:58:09Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.7863
Doi Inthanon National Park,Most of the tourist only known a short trail called Ang Ka Nature trsil at the highest point area of Doi Inthanon but they do not know another 2.5 Km. short trail called Kew Mae Pan trail which is popular among Thai people for watching the sunrise and the sea of mist. I love the lush green forests on Doi Inthanon and glad you like it.,0,2023-02-11T21:19:25Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.4904
Doi Inthanon National Park,Breath taking and good morning from hot and sticky New Zealand.,0,2023-02-04T03:24:53Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.6658
Doi Inthanon National Park,"Dear Alina:If y'all 're gonna visit pai,try pang mapa area on their route called one thousand curves road.Hoping y'all have wonderful,safety and healthy trips there.At least,Alina could have been able to bring her dad travelling together across half of the world.",0,2023-02-09T17:22:33Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.4701
Doi Inthanon National Park,💥💢💫🧚‍♀️💁😁☺️Welcome to Thailand and the natural beauty of Chaiangmai with hospitable people 👍🙏🙏🙏🫡👌🤗😇,0,2023-02-18T23:29:37Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.8101
Doi Inthanon National Park,Watched this on my big screen TV Alina and it was awesome. The hike looked amazing and the Park was stunning. Really enjoyed this. Thanks so much for sharing!,1,2023-02-03T16:33:12Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9511
Doi Inthanon National Park,"I plan to travel to Thailand in April 2023 and participate in the Songkran Festival, which is the Thai New Year celebration.",2,2023-02-04T15:00:44Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.5113
Doi Inthanon National Park,"So beautiful Chiang Mai, thanks for sharing your beautiful experience ❤",0,2023-02-03T20:39:19Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.9357
Doi Inthanon National Park,Hello Alina! 😄🙏👋🌟 I hope your having a wonderful day! This is really a super marvelous fantastic video! 😁👍❤️👏📹🇹🇭🏞🥇💯💫✨🌟 Wow! Doi Inthanon National Park looks so magnificent! The Wachirathan waterfall is really marvelous! Also the King and Queen Pagodas looks really amazing! Even the view from the mountain top is so outstanding! I would definitely like to visit Doi Inthanon National Park one day. It truly is a beautiful place! Thank you so much Alina to share with us this excellent marvelous video. You are the best and greatest world traveler adventurer ever! 😃👍👏✈️🌎📹🗺🥇💯✨🌟 I wish you Alina a wonderful beautiful excellent blessed day. Take care and be safe Alina. 😊🙏❤️👋👍✨🌟,2,2023-02-03T19:04:04Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,positive,0.8831
Doi Inthanon National Park,How much does the tour cost? If you could please also give the name of the tour company that we can book with.  Thank you 🙏.  Awesome drone shots 👍,0,2023-02-18T00:13:54Z,wVsmBhgjtOk,DON&#39;T LEAVE CHIANG MAI UNTIL YOU COME HERE! | Doi Inthanon National Park,neutral,0.6447
